Apartment Name,Room Type,Unit Number,Unit Price,Unit Area,Available Time
The Foundmore,S4	Studio	1 bath,4-115,"$1,395",565 Sq Ft,Now
The Foundmore,S1	Studio	1 bath,4-101,"$1,415",480 Sq Ft,Now
The Foundmore,S1	Studio	1 bath,6-101,"$1,440",480 Sq Ft,Now
The Foundmore,S1	Studio	1 bath,6-301,"$1,450",480 Sq Ft,Oct 8
The Foundmore,J1	Studio	1 bath,2-114,"$1,500",590 Sq Ft,Now
The Foundmore,J1	Studio	1 bath,4-212,"$1,505",590 Sq Ft,Now
The Foundmore,J1	Studio	1 bath,4-310,"$1,510",590 Sq Ft,Now
The Foundmore,A1	1 bed	1 bath,4-322,"$1,625",593 Sq Ft,Now
The Foundmore,A1	1 bed	1 bath,6-422,"$1,695",593 Sq Ft,Now
The Foundmore,A4	1 bed	1 bath,4-108,"$1,665",778 Sq Ft,Now
The Foundmore,A4	1 bed	1 bath,4-114,"$1,665",778 Sq Ft,Now
The Foundmore,A4	1 bed	1 bath,4-116,"$1,665",778 Sq Ft,Now
The Foundmore,A3-X	1 bed	1 bath,6-215,"$1,795",777 Sq Ft,Now
The Foundmore,B1	1 bed	1 bath,5-109,"$1,850",850 Sq Ft,Now
The Foundmore,B1	1 bed	1 bath,2-109,"$1,870",850 Sq Ft,Now
The Foundmore,B1	1 bed	1 bath,2-107,"$1,870",850 Sq Ft,Now
The Foundmore,B2	1 bed	1 bath,2-205,"$1,970",924 Sq Ft,Now
The Foundmore,A5	1 bed	1 bath,6-121,"$1,820",804 Sq Ft,Oct 1
The Foundmore,C1	2 beds	2 baths,5-101,"$2,070","1,006 Sq Ft",Now
The Foundmore,C1	2 beds	2 baths,2-116,"$2,215","1,006 Sq Ft",Now
The Foundmore,C1	2 beds	2 baths,2-216,"$2,255","1,006 Sq Ft",Now
The Foundmore,C3	2 beds	2 baths,4-218,"$2,175","1,056 Sq Ft",Now
The Foundmore,C3	2 beds	2 baths,4-318,"$2,205","1,056 Sq Ft",Now
The Foundmore,C3	2 beds	2 baths,4-118,"$2,210","1,056 Sq Ft",Now
The Foundmore,C2	2 beds	2 baths,4-220,"$2,290","1,081 Sq Ft",Now
The Foundmore,C2	2 beds	2 baths,6-220,"$2,390","1,081 Sq Ft",Now
The Foundmore,C2	2 beds	2 baths,6-120,"$2,400","1,081 Sq Ft",Now
The Foundmore,C5	2 beds	2 baths,4-202,"$2,585","1,173 Sq Ft",Now
The Foundmore,C5	2 beds	2 baths,4-302,"$2,590","1,173 Sq Ft",Now
The Foundmore,C5	2 beds	2 baths,4-102,"$2,595","1,173 Sq Ft",Now
The Foundmore,T1	3 beds	2.5 baths,T80,"$3,295","1,940 Sq Ft",Now
The Foundmore,T1	3 beds	2.5 baths,T70,"$3,295","1,940 Sq Ft",Now
The Foundmore,T1	3 beds	2.5 baths,T120,"$3,345","1,940 Sq Ft",Now
Riverwind at Chatham Park Drive,Studio	1 bath,The Scott,$990,491 – 506 sq ft,Available Soon
Riverwind at Chatham Park Drive,Studio	1 bath,The Pine,$990,506 – 608 sq ft,Available Soon
Riverwind at Chatham Park Drive,1 bed	1 bath,The Cavendish,"$1,240",491 sq ft,Available Soon
Riverwind at Chatham Park Drive,1 bed	1 bath,The Royal Oak,"$1,240",698 sq ft,Available Soon
Riverwind at Chatham Park Drive,2 beds	1.5 baths,The Hillgate,"$1,590",965 sq ft,Available Soon
Riverwind at Chatham Park Drive,2 beds	1.5 baths,The Chatham,"$1,739","1,000 – 1,053 sq ft",Available Soon
Riverwind at Chatham Park Drive,3 beds	2.5 baths,The Coachman,"$1,999","1,459 sq ft",Available Soon
The Brix at 26,1 bed	1 bath,610,"$1,750",694 sq ft,Available Now
The Brix at 26,1 bed	1 bath,303,"$1,799",662 sq ft,Available Now
The Brix at 26,1 bed	1 bath,607,"$1,899",771 sq ft,Available Now
The Brix at 26,1 bed	1.5 baths,301,"$2,399","1,186 sq ft",Available Now
The Brix at 26,1 bed	1 bath,101,"$1,750",785 sq ft,Nov 8
The Brix at 26,1 bed	1 bath,205,"$1,850",915 sq ft,Nov 8
The Brix at 26,1 bed	1 bath,210,"$2,025",726 sq ft,Dec 7
Hyland Hills,1-Bedroom (A)	1 bed	1 bath,341-TA,"$1,175",659 Sq Ft,Now
Hyland Hills,1-Bedroom (A)	1 bed	1 bath,332-TA,"$1,175",659 Sq Ft,Now
Hyland Hills,1-Bedroom (A)	1 bed	1 bath,052-2C,"$1,290",659 Sq Ft,Nov 21
Hyland Hills,1 Bedroom (F)	1 bed	1 bath,289-TB,"$1,199",770 Sq Ft,Oct 12
Hyland Hills,1-Bedroom (B)	1 bed	1 bath,104-TA,"$1,260",630 Sq Ft,Oct 12
Hyland Hills,1-Bedroom (B)	1 bed	1 bath,325-TA,"$1,260",630 Sq Ft,Oct 19
Hyland Hills,1-Bedroom (B)	1 bed	1 bath,336-TA,"$1,260",630 Sq Ft,Nov 21
Hyland Hills,2-Bedroom	2 beds	1 bath,112-2A,"$1,325",844 Sq Ft,Now
Hyland Hills,2-Bedroom	2 beds	1 bath,148-2A,"$1,350",844 Sq Ft,Now
Hyland Hills,2-Bedroom	2 beds	1 bath,115-1B,"$1,450",844 Sq Ft,Now
Hyland Hills,3-Bedroom	3 beds	1.5 baths,289-1B,"$1,780","1,180 Sq Ft",Now
Hyland Hills,3-Bedroom	3 beds	1.5 baths,289-2B,"$1,830","1,180 Sq Ft",Now
Hyland Hills,3-Bedroom	3 beds	1.5 baths,281-2B,"$1,830","1,180 Sq Ft",Now
Connection at South Side,The Gauge II	Studio	1 bath,1-201,"$1,635",626 Sq Ft,Oct 21
Connection at South Side,The Bloom	1 bed	1 bath,1-456,"$1,725",794 Sq Ft,Now
Connection at South Side,The Bloom	1 bed	1 bath,1-544,"$1,735",794 Sq Ft,Now
Connection at South Side,The Bloom	1 bed	1 bath,1-540,"$1,735",794 Sq Ft,Now
Connection at South Side,The Slab	1 bed	1 bath,1-204,"$1,735",794 Sq Ft,Now
Connection at South Side,The Slab	1 bed	1 bath,1-241,"$1,735",794 Sq Ft,Now
Connection at South Side,The Slab	1 bed	1 bath,1-410,"$1,740",794 Sq Ft,Now
Connection at South Side,The Tonne	1 bed	1 bath,1-620,"$1,755",797 Sq Ft,Now
Connection at South Side,The Tonne	1 bed	1 bath,1-622,"$1,755",797 Sq Ft,Now
Connection at South Side,The Beam	2 beds	2 baths,1-337,"$2,255","1,070 Sq Ft",Now
Connection at South Side,The Beam	2 beds	2 baths,1-233,"$2,265","1,070 Sq Ft",Now
Connection at South Side,The Beam	2 beds	2 baths,1-235,"$2,265","1,070 Sq Ft",Now
Connection at South Side,The Plate	2 beds	2 baths,1-454,"$2,300","1,080 Sq Ft",Now
Connection at South Side,The Plate	2 beds	2 baths,1-315,"$2,300","1,080 Sq Ft",Now
Connection at South Side,The Plate	2 beds	2 baths,1-251,"$2,310","1,080 Sq Ft",Now
Connection at South Side,The Strip	2 beds	2 baths,1-212,"$2,340","1,109 Sq Ft",Now
Connection at South Side,The Strip	2 beds	2 baths,1-312,"$2,405","1,109 Sq Ft",Now
Connection at South Side,The Strip	2 beds	2 baths,1-327,"$2,405","1,109 Sq Ft",Now
Connection at South Side,The Alloy	2 beds	2 baths,1-302,"$2,475","1,155 Sq Ft",Now
Connection at South Side,The Forge	2 beds	2 baths,1-238,"$2,415","1,146 Sq Ft",Oct 15
Helm on the Allegheny,Co-Living Micro	Studio	1 bath,307,"$1,390",279 Sq Ft,Now
Helm on the Allegheny,Co-Living Micro	Studio	1 bath,407,"$1,420",279 Sq Ft,Now
Helm on the Allegheny,Co-Living Micro	Studio	1 bath,509,"$1,445",279 Sq Ft,Now
Helm on the Allegheny,Studio	Studio	1 bath,250,"$1,568",516 Sq Ft,Now
Helm on the Allegheny,Studio	Studio	1 bath,539,"$1,793",508 Sq Ft,Oct 3
Helm on the Allegheny,Studio	Studio	1 bath,646,"$1,449",455 Sq Ft,Oct 5
Helm on the Allegheny,Co-Living Suite	1 bed	1 bath,305-C,"$1,078",134 Sq Ft,Now
Helm on the Allegheny,Co-Living Suite	1 bed	1 bath,210-B,"$1,083",152 Sq Ft,Now
Helm on the Allegheny,Co-Living Suite	1 bed	1 bath,406-C,"$1,108",134 Sq Ft,Now
Helm on the Allegheny,1 Bedroom	1 bed	1 bath,252,"$2,234",591 Sq Ft,Now
Helm on the Allegheny,1 Bedroom	1 bed	1 bath,654,"$2,808",805 Sq Ft,Now
Helm on the Allegheny,1 Bedroom	1 bed	1 bath,152,"$2,924",718 Sq Ft,Now
Brewers Block,S1	Studio	1 bath,2-436,"$1,480",455 Sq Ft,Now
Brewers Block,S1	Studio	1 bath,2-534,"$1,490",455 Sq Ft,Now
Brewers Block,S1	Studio	1 bath,2-536,"$1,790",455 Sq Ft,Now
Brewers Block,S7	Studio	1 bath,1-333,"$1,517",516 Sq Ft,Now
Brewers Block,S7	Studio	1 bath,1-233,"$1,632",516 Sq Ft,Now
Brewers Block,S11	Studio	1 bath,1-111,"$1,609",562 Sq Ft,Now
Brewers Block,S11	Studio	1 bath,1-104,"$1,809",562 Sq Ft,Now
Brewers Block,S11	Studio	1 bath,1-409,"$1,839",562 Sq Ft,Now
Brewers Block,S6	Studio	1 bath,1-509,"$1,719",491 Sq Ft,Now
Brewers Block,S3	Studio	1 bath,1-337,"$1,845",509 Sq Ft,Now
Brewers Block,S18	Studio	1 bath,2-339,"$1,875",636 Sq Ft,Now
Brewers Block,S8	Studio	1 bath,1-535,"$1,713",519 Sq Ft,Oct 19
Brewers Block,S2	Studio	1 bath,1-255,"$1,660",488 Sq Ft,Nov 16
Brewers Block,A1	1 bed	1 bath,1-453,"$1,712",532 Sq Ft,Now
Brewers Block,A1	1 bed	1 bath,1-153,"$2,018",532 Sq Ft,Now
Brewers Block,A1	1 bed	1 bath,1-553,"$2,133",532 Sq Ft,Now
Brewers Block,A19	1 bed	1 bath,2-325,"$1,843",730 Sq Ft,Now
Brewers Block,A19	1 bed	1 bath,2-621,"$2,124",730 Sq Ft,Now
Brewers Block,A9	1 bed	1 bath,1-446,"$1,880",640 Sq Ft,Now
Brewers Block,A9	1 bed	1 bath,1-542,"$2,015",640 Sq Ft,Now
Brewers Block,A9	1 bed	1 bath,1-346,"$2,020",640 Sq Ft,Now
Brewers Block,A8A	1 bed	1 bath,1-260,"$1,960",634 Sq Ft,Now
Brewers Block,A11	1 bed	1 bath,1-101,"$1,995",656 Sq Ft,Now
Brewers Block,A11	1 bed	1 bath,1-301,"$2,015",656 Sq Ft,Oct 22
Brewers Block,A27	1 bed	1 bath,3-408,"$2,030",765 Sq Ft,Now
Brewers Block,A22	1 bed	1 bath,2-516,"$2,090",742 Sq Ft,Now
Brewers Block,B10	1 bed	1 bath,3-310,"$2,620",897 Sq Ft,Oct 30
Brewers Block,A23	1 bed	1 bath,2-533,"$1,940",745 Sq Ft,Nov 20
Brewers Block,A17	1 bed	1 bath,1-305,"$1,990",697 Sq Ft,Nov 26
Brewers Block,A29	1 bed	1 bath,2-537,"$2,040",796 Sq Ft,Dec 7
Brewers Block,A3	1 bed	1 bath,2-307,"$2,036",568 Sq Ft,Dec 13
Brewers Block,C1	2 beds	2 baths,1-308,"$2,275",868 Sq Ft,Now
Brewers Block,C8A	2 beds	2 baths,1-159,"$2,725","1,069 Sq Ft",Now
Brewers Block,C3	2 beds	2 baths,2-519,"$2,775",933 Sq Ft,Now
Brewers Block,C6	2 beds	2 baths,2-514,"$2,955",973 Sq Ft,Now
Brewers Block,C6	2 beds	2 baths,2-414,"$2,945",973 Sq Ft,Oct 3
Brewers Block,C7	2 beds	2 baths,2-338,"$2,970",975 Sq Ft,Now
Brewers Block,C7	2 beds	2 baths,2-438,"$2,980",975 Sq Ft,Nov 7
Brewers Block,C10	2 beds	2 baths,1-229,"$3,355","1,200 Sq Ft",Now
Brewers Block,C10	2 beds	2 baths,1-329,"$3,365","1,200 Sq Ft",Oct 18
Brewers Block,C11	2 beds	2 baths,1-513,"$3,690","1,335 Sq Ft",Oct 18
The Park at Southside Works,A1	Studio	1 bath,406,"$1,820",551 Sq Ft,Now
The Park at Southside Works,A1	Studio	1 bath,438,"$1,820",551 Sq Ft,Now
The Park at Southside Works,A1	Studio	1 bath,506,"$1,840",551 Sq Ft,Now
The Park at Southside Works,A3	Studio	1 bath,454,"$1,920",642 Sq Ft,Now
The Park at Southside Works,A3	Studio	1 bath,554,"$1,940",642 Sq Ft,Now
The Park at Southside Works,A3	Studio	1 bath,754,"$1,980",642 Sq Ft,Now
The Park at Southside Works,A2	Studio	1 bath,539,"$1,955",653 Sq Ft,Now
The Park at Southside Works,A2	Studio	1 bath,639,"$1,975",653 Sq Ft,Now
The Park at Southside Works,B1	1 bed	1 bath,519,"$2,090",805 Sq Ft,Now
The Park at Southside Works,B1	1 bed	1 bath,523,"$2,090",805 Sq Ft,Now
The Park at Southside Works,B1	1 bed	1 bath,534,"$2,140",805 Sq Ft,Now
The Park at Southside Works,B9	1 bed	1 bath,216,"$2,175",711 Sq Ft,Now
The Park at Southside Works,B4	1 bed	1 bath,340,"$2,210",767 Sq Ft,Now
The Park at Southside Works,B2	1 bed	1 bath,353,"$2,235",747 Sq Ft,Now
The Park at Southside Works,B2	1 bed	1 bath,553,"$2,265",747 Sq Ft,Now
The Park at Southside Works,B2	1 bed	1 bath,753,"$2,305",747 Sq Ft,Now
The Park at Southside Works,B3	1 bed	1 bath,451,"$2,370",805 Sq Ft,Now
The Park at Southside Works,B3	1 bed	1 bath,551,"$2,390",805 Sq Ft,Now
The Park at Southside Works,B3	1 bed	1 bath,651,"$2,410",805 Sq Ft,Now
The Park at Southside Works,B6	1 bed	1 bath,302,"$2,385",773 Sq Ft,Now
The Park at Southside Works,B6	1 bed	1 bath,602,"$2,435",773 Sq Ft,Now
The Park at Southside Works,B10	1 bed	1 bath,413,"$2,410",866 Sq Ft,Now
The Park at Southside Works,B10	1 bed	1 bath,613,"$2,450",866 Sq Ft,Now
The Park at Southside Works,B10	1 bed	1 bath,713,"$2,470",866 Sq Ft,Now
The Park at Southside Works,C2	1 bed	1 bath,314,"$2,460",813 Sq Ft,Now
The Park at Southside Works,B5	1 bed	1 bath,531,"$2,465",867 Sq Ft,Now
The Park at Southside Works,B5	1 bed	1 bath,631,"$2,485",867 Sq Ft,Now
The Park at Southside Works,B5	1 bed	1 bath,731,"$2,505",867 Sq Ft,Now
The Park at Southside Works,C6	1 bed	1 bath,627,"$2,670","1,004 Sq Ft",Now
The Park at Southside Works,C1	1 bed	2 baths,332,"$2,785",968 Sq Ft,Now
The Park at Southside Works,C1	1 bed	2 baths,520,"$2,790",968 Sq Ft,Now
The Park at Southside Works,C1	1 bed	2 baths,532,"$2,790",968 Sq Ft,Now
The Park at Southside Works,C4	1 bed	1.5 baths,414,"$2,845",950 Sq Ft,Now
The Park at Southside Works,C4	1 bed	1.5 baths,514,"$2,865",950 Sq Ft,Now
The Park at Southside Works,C4	1 bed	1.5 baths,714,"$2,905",950 Sq Ft,Now
The Park at Southside Works,B8	1 bed	1 bath,214,"$2,200",725 Sq Ft,Nov 8
The Park at Southside Works,S1	2 beds	1 bath,329,"$1,885",733 Sq Ft,Now
The Park at Southside Works,D4	2 beds	2 baths,348,"$3,210","1,131 Sq Ft",Now
The Park at Southside Works,D2	2 beds	2 baths,611,"$3,235","1,126 Sq Ft",Now
The Park at Southside Works,D5	2 beds	2 baths,208,"$3,325","1,138 Sq Ft",Now
The Park at Southside Works,D1	2 beds	2 baths,456,"$3,545","1,033 Sq Ft",Now
The Park at Southside Works,D1	2 beds	2 baths,556,"$3,565","1,033 Sq Ft",Now
The Park at Southside Works,D1	2 beds	2 baths,656,"$3,585","1,033 Sq Ft",Now
The Park at Southside Works,E1	2 beds	2 baths,110,"$4,325","1,473 Sq Ft",Now
The Park at Southside Works,E1	2 beds	2 baths,112,"$4,325","1,473 Sq Ft",Now
The Park at Southside Works,E1	2 beds	2 baths,114,"$4,325","1,473 Sq Ft",Now
The Park at Southside Works,D3	2 beds	2 baths,701,"$3,480","1,100 Sq Ft","Jan 15, 2099"
The Julian,Studio	1 bath,The Carson 1,Call for Rent,304 sq ft,"Apr 1, 2025"
The Julian,Studio	1 bath,The Schenley 1,Call for Rent,420 sq ft,"Apr 1, 2025"
The Julian,Studio	1 bath,The Schenley,Call for Rent,496 sq ft,"Apr 1, 2025"
The Julian,1 bed	1 bath,The Sienna 1,Call for Rent,540 sq ft,"Apr 1, 2025"
The Julian,1 bed	1 bath,The Sienna 2,Call for Rent,598 sq ft,"Apr 1, 2025"
The Julian,1 bed	1 bath,The Sienna 3,Call for Rent,603 sq ft,"Apr 1, 2025"
The Julian,1 bed	1 bath,The Sienna 4,Call for Rent,617 sq ft,"Apr 1, 2025"
The Julian,1 bed	1 bath,The Sienna 5,Call for Rent,628 sq ft,"Apr 1, 2025"
The Julian,1 bed	1 bath,The Sienna 6,Call for Rent,641 sq ft,"Apr 1, 2025"
The Julian,1 bed	1 bath,The Sienna 7,Call for Rent,641 sq ft,"Apr 1, 2025"
The Julian,1 bed	1.5 baths,The Malcolm 1,Call for Rent,604 sq ft,"Apr 1, 2025"
The Julian,1 bed	1.5 baths,The Malcolm 2,Call for Rent,617 sq ft,"Apr 1, 2025"
The Julian,1 bed	1.5 baths,The Malcolm 3,Call for Rent,631 sq ft,"Apr 1, 2025"
The Julian,1 bed	1.5 baths,The Malcolm 4,Call for Rent,765 sq ft,"Apr 1, 2025"
The Julian,2 beds	2 baths,The Works 1,Call for Rent,718 sq ft,"Apr 1, 2025"
The Julian,2 beds	1 bath,The Watt 1,Call for Rent,697 sq ft,"Apr 1, 2025"
The Julian,2 beds	1 bath,The Watt 2,Call for Rent,807 sq ft,"Apr 1, 2025"
The Julian,2 beds	2 baths,The Works 2,Call for Rent,720 sq ft,"Apr 1, 2025"
The Julian,2 beds	2 baths,The Works 3,Call for Rent,810 sq ft,"Apr 1, 2025"
The Julian,2 beds	2 baths,The Works 4,Call for Rent,827 sq ft,"Apr 1, 2025"
The Julian,2 beds	2 baths,The Works 5,Call for Rent,839 sq ft,"Apr 1, 2025"
Glasshouse Pittsburgh,1 Bed1 Bath JR-.5A	1 bed	1 bath,145,"$2,454",609 Sq Ft,Now
Glasshouse Pittsburgh,1 Bed1 Bath JR-.5A	1 bed	1 bath,143,"$1,680",609 Sq Ft,Dec 4
Glasshouse Pittsburgh,1 Bed1 Bath-1G	1 bed	1 bath,119,"$1,743",765 Sq Ft,Now
Glasshouse Pittsburgh,1 Bed1 Bath-1G	1 bed	1 bath,319,"$1,908",765 Sq Ft,Oct 5
Glasshouse Pittsburgh,1 Bed1 Bath-1G	1 bed	1 bath,325,"$1,908",765 Sq Ft,Oct 20
Glasshouse Pittsburgh,1 Bed1 Bath-1K	1 bed	1 bath,509,"$2,270",919 Sq Ft,Now
Glasshouse Pittsburgh,1 Bed1 Bath-1K	1 bed	1 bath,209,"$2,338",919 Sq Ft,Oct 1
Glasshouse Pittsburgh,1 Bed1 Bath Den-1.5A	1 bed	1 bath,357,"$2,917",836 Sq Ft,Now
Glasshouse Pittsburgh,1 Bed1 Bath Den-1.5A	1 bed	1 bath,557,"$3,226",836 Sq Ft,Now
Glasshouse Pittsburgh,1 Bed1 Bath-1D	1 bed	1 bath,310,"$2,088",726 Sq Ft,Oct 4
Glasshouse Pittsburgh,1 Bed1 Bath-1D	1 bed	1 bath,546,"$2,280",726 Sq Ft,Nov 24
Glasshouse Pittsburgh,1 Bed1 Bath JR-.5C	1 bed	1 bath,359,"$2,281",646 Sq Ft,Oct 6
Glasshouse Pittsburgh,1 Bed1 Bath JR-.5C	1 bed	1 bath,465,"$2,281",646 Sq Ft,Nov 6
Glasshouse Pittsburgh,1 Bed1 Bath JR-.5C	1 bed	1 bath,565,"$2,351",646 Sq Ft,Nov 9
Glasshouse Pittsburgh,1 Bed1 Bath-1J	1 bed	1 bath,451,"$2,028",915 Sq Ft,Oct 12
Glasshouse Pittsburgh,1 Bed2 Bath Den-1.5D	1 bed	2 baths,204,"$3,002","1,048 Sq Ft",Oct 18
Glasshouse Pittsburgh,1 Bed1 Bath JR-.5D	1 bed	1 bath,458,"$2,306",684 Sq Ft,Nov 9
Glasshouse Pittsburgh,1 Bed1 Bath-1C	1 bed	1 bath,592,"$2,128",720 Sq Ft,Nov 10
Glasshouse Pittsburgh,1 Bed1 Bath-1H	1 bed	1 bath,593,"$2,203",809 Sq Ft,Nov 12
Glasshouse Pittsburgh,1 Bed1 Bath-1F	1 bed	1 bath,475,"$2,370",728 Sq Ft,Dec 2
Glasshouse Pittsburgh,2 Bed2 Bath Penthouse-PH 2C	2 beds	2 baths,549,"$5,399","1,187 Sq Ft",Now
Glasshouse Pittsburgh,2 Bed2 Bath-2G	2 beds	2 baths,166,"$4,558","1,222 Sq Ft",Oct 8
Glasshouse Pittsburgh,2 Bed2 Bath-2G	2 beds	2 baths,266,"$3,775","1,222 Sq Ft",Dec 5
Terminal 21,S3 Studio	Studio	1 bath,303,"$1,284",471 Sq Ft,Now
Terminal 21,S3 Studio	Studio	1 bath,403,"$1,344",471 Sq Ft,"Jan 2, 2025"
Terminal 21,S5 Studio	Studio	1 bath,517,"$1,329",520 Sq Ft,Oct 9
Terminal 21,S1 Studio	Studio	1 bath,705,"$1,339",404 Sq Ft,Oct 16
Terminal 21,A14 One Bedroom	1 bed	1 bath,221,"$1,349",680 Sq Ft,Now
Terminal 21,A17 One Bedroom	1 bed	1 bath,702,"$1,437",749 Sq Ft,Oct 5
Terminal 21,A17 One Bedroom	1 bed	1 bath,902,"$1,567",749 Sq Ft,Dec 5
Terminal 21,A3 One Bedroom	1 bed	1 bath,409,"$1,390",624 Sq Ft,Oct 16
Terminal 21,A7 One Bedroom	1 bed	1 bath,815,"$1,430",650 Sq Ft,Oct 16
Terminal 21,B9 Two Bedroom	2 beds	2 baths,213,"$1,980","1,131 Sq Ft",Now
Terminal 21,B2 Two Bedroom	2 beds	2 baths,941,"$2,260",929 Sq Ft,Now
Terminal 21,B2 Two Bedroom	2 beds	2 baths,1041,"$2,260",929 Sq Ft,Oct 10
Terminal 21,B4 Two Bedroom	2 beds	2 baths,845,"$1,859",939 Sq Ft,Oct 8
Terminal 21,B8 Two Bedroom	2 beds	2 baths,943,"$2,216","1,095 Sq Ft",Oct 10
Terminal 21,B6 Two Bedroom	2 beds	2 baths,437,"$1,854",975 Sq Ft,Nov 2
Smallman Flats,C1 Studio	Studio	1 bath,#102 Studio Model,"$1,250",380 Sq Ft,Now
Smallman Flats,D1 - ADA Unit	Studio	1 bath,#208,"$1,550",630 Sq Ft,Dec 10
Smallman Flats,A2	1 bed	1 bath,#215,"$1,675",700 Sq Ft,Now
Smallman Flats,A2	1 bed	1 bath,#219,"$1,675",700 Sq Ft,Now
Smallman Flats,A2	1 bed	1 bath,#311,"$1,675",700 Sq Ft,Oct 9
Smallman Flats,A1	1 bed	1 bath,#310,"$1,700",640 Sq Ft,Now
The District,S1	Studio	1 bath,309M,"$1,522",490 Sq Ft,Sep 30
The District,S1	Studio	1 bath,542M,"$1,532",490 Sq Ft,Nov 9
The District,S1	Studio	1 bath,409M,"$1,552",490 Sq Ft,Nov 11
The District,S2	Studio	1 bath,506M,"$1,790",520 Sq Ft,Oct 9
The District,S2	Studio	1 bath,505M,"$1,825",520 Sq Ft,Oct 11
The District,S2	Studio	1 bath,248M,"$1,675",520 Sq Ft,Nov 22
The District,S5	Studio	1 bath,535M,"$1,830",575 Sq Ft,Oct 28
The District,A5	1 bed	1 bath,138M,"$2,461",748 Sq Ft,Sep 30
The District,A2	1 bed	1 bath,419B,"$2,211",658 Sq Ft,Oct 2
The District,AD10	1 bed	1 bath,155M,"$2,551",806 Sq Ft,Oct 4
The District,AD10	1 bed	1 bath,355M,"$2,561",806 Sq Ft,Nov 13
The District,AD13	1 bed	1 bath,137B,"$2,986",870 Sq Ft,Oct 4
The District,AD10A	1 bed	1 bath,255M,"$2,366",806 Sq Ft,Oct 21
The District,A4A	1 bed	1 bath,168M,"$2,336",704 Sq Ft,Oct 29
The District,A1	1 bed	1 bath,524M,"$1,931",612 Sq Ft,Nov 16
The District,B1	2 beds	2 baths,172M,"$2,879","1,040 Sq Ft",Now
The District,B1	2 beds	2 baths,367M,"$2,739","1,040 Sq Ft",Oct 4
The District,B1	2 beds	2 baths,572M,"$2,904","1,040 Sq Ft",Nov 23
The District,B4	2 beds	2 baths,236M,"$2,746","1,070 Sq Ft",Sep 30
The District,B7	2 beds	2 baths,404M,"$2,956","1,118 Sq Ft",Sep 30
The District,B7	2 beds	2 baths,504M,"$2,991","1,118 Sq Ft",Oct 16
The District,B7	2 beds	2 baths,312M,"$2,926","1,118 Sq Ft","Jan 3, 2025"
The District,B2	2 beds	2 baths,434M,"$2,914","1,055 Sq Ft",Oct 1
The District,B2	2 beds	2 baths,362M,"$2,909","1,055 Sq Ft",Oct 19
The District,B11	2 beds	2 baths,115B,"$3,279","1,140 Sq Ft",Oct 3
The District,B9	2 beds	2 baths,256M,"$2,696","1,133 Sq Ft",Oct 24
The District,B13	2 beds	2 baths,413B,"$3,119","1,183 Sq Ft",Oct 30
The District,B13	2 beds	2 baths,313B,"$3,089","1,183 Sq Ft",Nov 26
The District,B12	2 beds	2 baths,315M,"$2,866","1,180 Sq Ft",Nov 12
The District,B3	2 beds	2 baths,259B,"$3,009","1,058 Sq Ft",Dec 10
The District,C1	3 beds	2 baths,453B,"$3,796","1,334 Sq Ft",Oct 31
Industry Pittsburgh,S1	Studio	1 bath,219,"$2,420",666 Sq Ft,Now
Industry Pittsburgh,A1PH	Studio	1 bath,625,"$3,140",699 Sq Ft,Now
Industry Pittsburgh,A2PH	Studio	1.5 baths,636,"$3,160",720 Sq Ft,Now
Industry Pittsburgh,S	Studio	1 bath,441,"$2,230",522 Sq Ft,Oct 1
Industry Pittsburgh,S	Studio	1 bath,403,"$2,230",522 Sq Ft,Oct 7
Industry Pittsburgh,S	Studio	1 bath,523,"$2,230",522 Sq Ft,Oct 21
Industry Pittsburgh,C4	2 beds	2 baths,301,"$3,665","1,192 Sq Ft",Now
Industry Pittsburgh,C4	2 beds	2 baths,502,"$3,750","1,192 Sq Ft","Jan 6, 2025"
Industry Pittsburgh,C8PH	2 beds	2 baths,612,"$4,840","1,521 Sq Ft",Now
Industry Pittsburgh,DPH	2 beds	2 baths,602,"$4,970","1,443 Sq Ft",Now
Industry Pittsburgh,C5	2 beds	2 baths,432,"$3,625","1,219 Sq Ft","Jan 6, 2025"
TRELLIS NORTH FAYETTE Apartments,Studio	1 bath,Studio,"$1,265 – $1,455",502 sq ft,Available Soon
TRELLIS NORTH FAYETTE Apartments,Studio	1 bath,Studio End Unit,"$1,265 – $1,455",516 sq ft,Available Soon
TRELLIS NORTH FAYETTE Apartments,1 bed	1 bath,1 Bed 1 Bath,"$1,325 – $1,515",502 sq ft,Available Soon
TRELLIS NORTH FAYETTE Apartments,2 beds	2 baths,2 Bed 2 Bath,"$1,684 – $1,874",779 sq ft,Available Soon
TRELLIS NORTH FAYETTE Apartments,2 beds	2 baths,2 Bed 2 Bath Corner,"$1,684 – $1,874",770 sq ft,Available Soon
The Franklin on Penn,"Type I, Unfurnished	Studio	1 bath",313 Unfurnished,"$1,400",410 Sq Ft,Now
The Franklin on Penn,Type I	Studio	1 bath,313 Fully Furnished,"$2,100",410 Sq Ft,Now
The Artisan at Robinson,A3	1 bed	1 bath,2-2120,"$1,695",787 Sq Ft,Now
The Artisan at Robinson,A3	1 bed	1 bath,2-2220,"$1,695",787 Sq Ft,Now
The Artisan at Robinson,A3	1 bed	1 bath,1-1118,"$1,695",787 Sq Ft,Now
